id,username,time_created,tweet,retweet_count,location_user,place_tweet
985,IndianExpress,2019-01-16 19:35:26+05:30,"#ExpressExplained Why Nitish underlined Amit Shah’s hand in Kishor’s appointment  
https://t.co/juhf3JSblh",1,India,
986,htTweets,2019-01-16 19:35:00+05:30,"#Editorial | There are no easy choices for Theresa May
https://t.co/WW8YRS9id7 https://t.co/rlcDXQZvhm",0,India,
987,htTweets,2019-01-16 19:35:00+05:30,"BJP will win 74 #LokSabha seats in Uttar Pradesh, claims Union minister JP Nadda
https://t.co/XZDXIWfcG2 https://t.co/w5FEpcM4du",1,India,
988,htTweets,2019-01-16 19:34:59+05:30,"BCI protests Supreme Court collegium’s recommendation to elevate Justice Sanjiv Khanna
https://t.co/e5g127AbEF https://t.co/9VM6PuJNQl",2,India,
989,ndtv,2019-01-16 19:34:12+05:30,"RT @NDTVHopLive: This week's #TuesdayTravels is #fashion + #fun.

#KanganaRanaut &amp; @aditiraohydari turned #showstoppers for @GG_Studio's #f…",5,India,
990,htTweets,2019-01-16 19:33:38+05:30,"RT @htshowbiz: Jennifer Lopez, Shruti Haasan and more stars take up the viral 10 Year Challenge. See their posts
https://t.co/z9LNhp60QK ht…",1,India,
991,htTweets,2019-01-16 19:32:42+05:30,"#RanjiTrophy: Wasim Jaffer, Sanjay Ramaswamy hit tons, lead Vidarbha’s charge against Uttarakhand

https://t.co/kK8KFiKbma https://t.co/kczwYRVE5g",5,India,
992,DGSSB,2019-01-16 19:32:36+05:30,"#SSBExpeditions
#SSBRocks
A tribute to our mountaineers.... https://t.co/0IEGiRSTic",9,"New Delhi, India",
993,IndiaToday,2019-01-16 19:32:35+05:30,"""All alliance partners will have to make compromise[s] on the seat-sharing agreement"" | @rohit_manas 
https://t.co/CpZKok494u",5,India,
994,kdnuggets,2019-01-16 19:32:04+05:30,35 #OpenSource tools for Internet of Things #KDN https://t.co/p7k0oVIkm7,4,"Brookline, MA, USA",
995,the_hindu,2019-01-16 19:31:31+05:30,The Thane Police Crime Branch have arrested a BJP worker after a cache of weapons was found in his shop in Dombivli https://t.co/Iy1Jef9iCf,7,"Chennai, India",
996,IndianExpress,2019-01-16 19:30:46+05:30,RT @ieEntertainment: The four songs that were released on Wednesday are Amit Trivedi's spin to his own superhit Queen track “London Thumakd…,2,India,
997,narendramodi,2019-01-16 19:30:07+05:30,Adorable picture! Such support is my biggest source of strength. https://t.co/P2Uu4XxcA2,2867,India,
998,ndtv,2019-01-16 19:30:00+05:30,"World's loneliest frog, Romeo, finds a date in Juliet
https://t.co/9FD7StF1Qg https://t.co/2c3XMYIQlI",5,India,
999,firstpost,2019-01-16 19:29:32+05:30,"M12, formerly known as #Microsoft Ventures, has chosen health-tech #startup Innovaccer as its first #investment in India https://t.co/NZWoaKvSPD",1,"Mumbai, India",
1000,narendramodi,2019-01-16 19:29:27+05:30,"Happy to know. There is always so much to learn from Karyakartas and volunteers. 

Their strong support is cherished by our Party. https://t.co/mQioVXUvTW",1103,India,
1451,ndtv,2019-01-16 21:57:05+05:30,"RT @NDTVProfit: New E-commerce Rules Could Hit Online Sales By $46 Billion: PwC Report
https://t.co/sDkGTSKCsX",4,India,
1001,IndiaToday,2019-01-16 19:29:23+05:30,"""The plight of cows all over the country started during the Bharatiya Janta Party regime. The BJP considers cow as a mother, but never noticed it."" | @ReporterRavish 
https://t.co/CADckx6HtF",9,India,
1002,IndiaToday,2019-01-16 19:29:05+05:30,"Isn’t it too early for BSP to declare Mayawati as PM? Listen to BSP supporter Jitendra Tripathi. @JhaSanjay explains Congress’ stand in UP.
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/nPGPBIAcT9",10,India,
1003,suhasinih,2019-01-16 19:28:48+05:30,Oops. https://t.co/PFV74aSkGp,2,New Delhi,
1004,narendramodi,2019-01-16 19:28:23+05:30,It is a wonderful family! :) https://t.co/RlbYqA8aZS,1688,India,
1005,IndiaToday,2019-01-16 19:28:20+05:30,"BJP’s @AmanSinhaLaw says that there is no problem for his party even if BSP-SP comes together. SP’s @ghanshyamtiwari responds to him 
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/5iGbMhow3J",3,India,
1006,IndianExpress,2019-01-16 19:28:09+05:30,Breaking: The President has appointed CJ of Karnataka Justice Dinesh Maheshwari and Judge of Delhi HC Justice Sanjiv Khanna as judges of the Supreme Court @IndianExpress,10,India,
1007,firstpost,2019-01-16 19:27:58+05:30,"#Telecom Minister Manoj Sinha cited the 2012 #SupremeCourt ruling, which had cancelled allocations done on the first-come-first-serve basis, to say that backhaul #spectrum was not covered under the judgment https://t.co/yJKXEZY1bP",0,"Mumbai, India",
1008,narendramodi,2019-01-16 19:27:50+05:30,"These interactions via the NM Mobile App are healthy and extensive discussions between the family of BJP Karyakartas. There is no formality. 

BJP is proud of each and every Karyakarta, who makes the party strong. https://t.co/UTi35QJuda",749,India,
1009,htTweets,2019-01-16 19:27:17+05:30,"President Kovind appoints Sanjiv Khanna and Dinesh Maheshwari SC judges
https://t.co/wlRTXdYHf1 https://t.co/Mg4KHCyoF5",2,India,
1010,narendramodi,2019-01-16 19:26:12+05:30,"India's progress is not complete till the eastern part of our nation grows. 

It is a privilege to work for the people of the region. 

Tremendous work is underway in all sectors that will further 'Ease of Living.' https://t.co/bezXSuOCBt",1010,India,
1011,htTweets,2019-01-16 19:25:00+05:30,"Watch: Jagdish Tytler asks why “name being dragged into #1984SikhRiots"" when no FIR exists
https://t.co/bMjehd0KV7",1,India,
1012,ajaishukla,2019-01-16 19:24:45+05:30,"The Border Roads Organisation is working to get the road through to Lipu Lekh pass for the Kailash-Mansarovar Yatra this year. In this dramatic photo, two teams, starting from two different ""attack points"", converge to get the road through. Awesome stuff at 15,000 feet. https://t.co/SmdgXc0j8n",48,"Delhi, India",
1013,ANI,2019-01-16 19:24:35+05:30,"President Ram Nath Kovind appoints Justice Dinesh Maheshwari, chief justice of Karnataka High Court, to be a judge of the Supreme Court of India with effect from the date he assumes charge of his office. https://t.co/92msOhQyqx",32,India,
1014,the_hindu,2019-01-16 19:24:29+05:30,BREAKING: Justices Sanjiv Khanna and Dinesh Maheshwari elevated as Supreme Court judges.,16,"Chennai, India",
1015,IndianExpress,2019-01-16 19:24:17+05:30,"RT @IExpressSports: Saina Nehwal, Parupalli Kashyap, Kidambi Srikanth enter second round of #MalaysiaMastersSuper500 

https://t.co/oOH2bOt…",4,India,
1016,IndiaToday,2019-01-16 19:24:10+05:30,"Congress’ @JhaSanjay explains his party’s stand on the aspiration of Mayawati to become the PM. 
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/CMZF749OtD",7,India,
1017,IndiaToday,2019-01-16 19:23:54+05:30,"RT @DailyO_: #Re First #ShahiSnan  at #Kumbh concludes successfully: What is shahi snan, and its significance | @yasheesingh | https://t.co…",2,India,
1018,PIB_India,2019-01-16 19:23:51+05:30,"Ayush Minister @shripadynaik inaugurates the Siddha Clinical Research Unit, at SVIMS Campus, Tirupati, in Andhra Pradesh https://t.co/P8gTvKaaFr",4,New Delhi,
1019,ndtv,2019-01-16 19:23:06+05:30,"Swords, guns, knives seized from BJP worker's shop in Thane https://t.co/DOmNOALyVO https://t.co/IYzrdpXd54",23,India,
1020,IndiaToday,2019-01-16 19:22:32+05:30,"Why is Mayawati angry from Congress? Is it because of MP seat sharing issue? Watch the panellists debate on #TTP.
Live: https://t.co/4fqxBVUizL https://t.co/5KCiBf6Aqu",2,India,
1021,ndtv,2019-01-16 19:22:30+05:30,Former VHP chief Vishnu Hari Dalmia dies at 91 https://t.co/ZmMFSTmCDF https://t.co/e53kdEZobF,1,India,
1022,IndiaToday,2019-01-16 19:22:06+05:30,Parupalli Kashyap thanks “coach” Saina Nehwal after first-round win at #MalaysiaMastersSuper500 #badminton  | @ITGDsports https://t.co/vC9V8HFul6,5,India,
1023,ndtv,2019-01-16 19:21:53+05:30,"""Judiciary accountable to people"": Bar Council on collegium decision https://t.co/PEpXxX7l6F https://t.co/gwNt6v5tBH",5,India,
1024,ANI,2019-01-16 19:21:39+05:30,"The Right of Children to Free and Compulsory Education (Amendment) Act, 2019 which was passed by the Parliament on 3rd January, received the assent of the President of India on 10th January.",41,India,
1025,IndiaToday,2019-01-16 19:21:16+05:30,"The meeting was called to discuss prospects for six Lok Sabha seats in Rajasthan: Chittorgarh, Rajsamand, Bhilwara, Sirohi-Jalore, Ajmer and Jaipur. | @DevAWadhawan
https://t.co/Q1g7mPde4f",3,India,
1026,indiannavy,2019-01-16 19:21:10+05:30,"RT @followmkp: @abhilashtomy to @indiatvnews :I am Thankful to #PrimeMinister @narendramodi for Motivating me. I promised him ,will go to s…",21,"New Delhi, India",
1027,FCBarcelona,2019-01-16 19:21:00+05:30,🤔 What does a notebook have to do with @JasperCillessen ? A clue: It has something to do with his childhood 👶 https://t.co/2s0u7ZsC6b,120,Barcelona,
1028,ndtv,2019-01-16 19:20:59+05:30,"Scientist, 44, killed by 14-foot long crocodile in Indonesia https://t.co/depdovKh03 https://t.co/MNGFfXd6hf",3,India,
1029,ajaishukla,2019-01-16 19:20:48+05:30,RT @ajaishukla: The triumphal development of the HTT-40 trainer by HAL... but the Indian Air Force @IAF_MCC just doesn't get the big pictur…,90,"Delhi, India",
1030,PIB_India,2019-01-16 19:20:21+05:30,"Union Minister @smritiirani at the 62nd India International Garment Fair, at India Exposition Mart, (CFB Area. IEML, Greater Noida), in Uttar Pradesh https://t.co/gGCoFBWQNh",9,New Delhi,
1031,PIB_India,2019-01-16 19:18:48+05:30,"The Right of Children to Free and Compulsory Education (Amendment) Act, 2019 has been notified in the Gazette of India.

Read here: https://t.co/P38ikj2H6t",15,New Delhi,
1032,ndtv,2019-01-16 19:18:36+05:30,"#BREAKING | President of India also appoints Justice Sanjeev Khanna as a Supreme Court judge

#SupremeCourt #JusticeSanjeevKhanna",6,India,
1033,IndiaToday,2019-01-16 19:18:03+05:30,"RT @IndiaTodayTech: Excited about killing zombies in PUBG MOBILE? Here's all you need to know 

https://t.co/moRXAm3Fxk",5,India,
1034,IndianExpress,2019-01-16 19:17:40+05:30,"At a function organised by a Christian body, on Tuesday, Union Home Minister #RajnathSingh said that mass conversions are a matter of concern and need to be checked.
See more: https://t.co/uYYJjCi0YO https://t.co/bo1dZ6YEKj",6,India,
1035,ndtv,2019-01-16 19:16:35+05:30,"Lead story now on https://t.co/Fbzw6mR9Q5: https://t.co/f5f2quQ2bc

#NDTVLeadStory #JusticeDineshMaheshwari #SupremeCourt https://t.co/fOn5Hx1znd",1,India,
1036,ANI,2019-01-16 19:16:30+05:30,"#WATCH श्रीनगर में बर्फ़बारी, पर्यटकों की बढ़ी तादाद https://t.co/QX3Jmdjd5G",13,India,
1037,ndtv,2019-01-16 19:16:28+05:30,"RT @NDTVFood: #weightloss 5 Easy, Low-Cal, Protein-Rich Breakfast Recipes To Save Your Time

https://t.co/VIMRE4t3aS https://t.co/GWLRcBZVEu",5,India,
1038,firstpost,2019-01-16 19:16:15+05:30,RT @FirstpostSports: A dominant @RafaelNadal overwhelmed Australia's Matthew Ebden in straight sets to reach the third round of the Austral…,2,"Mumbai, India",
1039,firstpost,2019-01-16 19:16:13+05:30,"The statements by #UmarKhalid, #KanhaiyaKumar and others on the chargesheet being filed are muted responses perhaps restrained by legal advice.

https://t.co/bKKyKpXnVn",3,"Mumbai, India",
1040,htTweets,2019-01-16 19:15:57+05:30,"RT @HTSportsNews: .@SpursOfficial defender #SergeAurier released after arrest on suspicion of assault

https://t.co/znJNNafr5B https://t.co…",1,India,
1041,DDNewsLive,2019-01-16 19:15:56+05:30,"Union Minister for Textiles @smritiirani at the 62nd India International Garment Fair, in Greater Noida, Uttar Pradesh https://t.co/i3dCyteJWh",18,"New Delhi, India",
1042,rajyasabhatv,2019-01-16 19:15:56+05:30,Top Headlines (Hindi - 7 pm): https://t.co/tve2zzZqBL via @YouTube,0,TV | Web,
1043,PIB_India,2019-01-16 19:15:52+05:30,"After Inspecting the venues, we are really happy with the arrangements for the upcoming #PravasiBhartiyaDiwas #PBD2019: MoS for @MEAIndia @Gen_VKSingh 

@PBDVaranasi2019 https://t.co/aOAj1Efww9",7,New Delhi,
1044,ANI,2019-01-16 19:15:07+05:30,"President Ram Nath Kovind appoints Justice Sanjiv Khanna, judge of Delhi High Court, to be a judge of the Supreme Court of India with effect from the date he assumes charge of his office. https://t.co/uJCXoE6el2",27,India,
1045,the_hindu,2019-01-16 19:15:03+05:30,IT major Infosys has been selected to implement the next generation system for processing income tax return filings. https://t.co/jsjAbsZwkD,22,"Chennai, India",
1046,htTweets,2019-01-16 19:15:00+05:30,"Why don’t you quit BJP? Sushil Modi dares Shatrughan Sinha
https://t.co/mDar5kmmDp https://t.co/Qy0RQRQzMN",2,India,
1047,dna,2019-01-16 19:14:37+05:30,"RT @dnaAfterHrs: In photos: #SapnaChaudhary’s incredible transformation will make you hit the gym right away!

https://t.co/6r7gHw2ojQ",1,India,
1048,the_hindu,2019-01-16 19:14:17+05:30,An #business organisation becomes resilient by inculcating and applying Darwinian principles to its approach. On #BCM from @thread_TH https://t.co/zQ7VAJuGa5,4,"Chennai, India",
1049,dna,2019-01-16 19:14:14+05:30,"#MalaysiaMasters2019: @NSaina , @parupallik, @srikidambi enter second round

https://t.co/ROZZJMf2m5",0,India,
1050,htTweets,2019-01-16 19:14:10+05:30,"RT @HTSportsNews: .@HKane 's absence could not have come at a worse time for Mauricio Pochettino

https://t.co/35jNrCZrDR",1,India,
1051,IndianExpress,2019-01-16 19:14:10+05:30,"The proposed national platform mooted by KCR, where all states (regional parties) can come forward with substantial number of MPs, can highlight the injustice being done to the states.

https://t.co/p1V2tOFgcn",9,India,
1052,IndianExpress,2019-01-16 19:14:02+05:30,"RT @IExpressSports: Dortmund has brought a breath of fresh air to the league and for the first time in years, it seems the #Bundesliga hasn…",1,India,
1053,ndtv,2019-01-16 19:13:36+05:30,"RT @moviesndtv: Inside Farhan Akhtar And Shibani Dandekar's 'Casual Movie Night'
https://t.co/drIr9c4TVN https://t.co/xsAcDOEEjo",3,India,
1054,IndiaToday,2019-01-16 19:13:26+05:30,"Will SP back Mayawati as PM? SP’s @ghanshyamtiwari says that his party has always supported a PM from Uttar Pradesh. Listen to BJP spokesperson @AmanSinhaLaw’s response.
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/3qavGZQ2HS",7,India,
1055,ndtv,2019-01-16 19:13:19+05:30,#SupremeCourt https://t.co/8VfHxbPGfP,11,India,
1056,ANI,2019-01-16 19:12:48+05:30,RT @ani_digital: The homegrown Light Combat aircraft Tejas and the Akash air defence missile system would be the main attraction of the Ind…,38,India,
1057,firstpost,2019-01-16 19:12:45+05:30,"RT @FirstpostSports: .@MariaSharapova comfortably beats Rebecca Peterson of Sweden 6-2, 6-1 to make it to the third round of the #AusOpen…",1,"Mumbai, India",
1058,ZeeNews,2019-01-16 19:12:04+05:30,"Deepika Padukone gleams in pink, goes on a pic sharing spree—Check inside

https://t.co/xZP7Eng1cC",2,India,
1059,kdnuggets,2019-01-16 19:11:39+05:30,RT @ianbremmer: Ready for Brexit! https://t.co/R7O42U7Aj1,5656,"Brookline, MA, USA",
1060,suhasinih,2019-01-16 19:11:22+05:30,"RT @vijaita: #saarejahaanseaccha at Rajpath, earlier today https://t.co/ZnEAvF1e3l",25,New Delhi,
1061,IndiaToday,2019-01-16 19:10:47+05:30,Setting Swiss Alps ablaze. Watch #IndiaTodayatDavos with @rahulkanwal for special live debates &amp; thought provoking conversations with the renowned names of politics from all over the world. https://t.co/XZOH8awFWq,3,India,
1062,rajyasabhatv,2019-01-16 19:10:46+05:30,The Big Picture - The Brexit Puzzle: https://t.co/oXD8bGqArN via @YouTube,0,TV | Web,
1063,htTweets,2019-01-16 19:10:44+05:30,"UP police constable exam on Jan 27, 28; admit card expected in a few days
https://t.co/Im5IDbc6pb https://t.co/TgOtPlFlTf",1,India,
1064,ndtv,2019-01-16 19:10:34+05:30,"RT @CricketNDTV: ""#RaviShastri never tried to change me"": #ViratKohli credits team India coach for his constant feedback

#INDvAUS
#Kohli…",10,India,
1065,firstpost,2019-01-16 19:10:30+05:30,"Another myth of man's superiority over animals bites the dust.

https://t.co/1NunhkDweL",0,"Mumbai, India",
1066,IndiaToday,2019-01-16 19:10:06+05:30,"Can Mayawati really become the PM? India Today’s @ajitarticle explains the arithmetic of BSP chief’s vote share. BSP supporter Jitendra Tripathi slams the present union government.
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/yczEfQqiur",2,India,
1067,myogiadityanath,2019-01-16 19:09:50+05:30,आज गोरखपुर जिला जेल परिसर में आयोजित सैनिक सम्मान समारोह में शहीद सैनिकों के आश्रितों को प्रशस्ति पत्र देकर सम्मानित किया। https://t.co/vwqwimAGNV,339,"गोरखपुर, उत्तर प्रदेश",
