id,username,time_created,tweet,retweet_count,location_user,place_tweet
1830,ndtv,2019-01-16 19:09:47+05:30,"RT @carandbike: The Nashik dealership is @jawamotorcycles's seventh showroom in India. Details here.
https://t.co/DtpULDADOA",6,India,
1831,IndianExpress,2019-01-16 19:09:05+05:30,"Jadavpur University professor, who compared ‘woman’s virginity’ to ‘sealed bottles’, barred from teaching
https://t.co/hIUodZ5JIB",19,India,
1832,kdnuggets,2019-01-16 19:08:06+05:30,RT @jtdesteuben: @kdnuggets dropped some great reads today,1,"Brookline, MA, USA",
1833,ndtv,2019-01-16 19:07:30+05:30,"RT @Sports_NDTV: Swimmer #SrihariNataraj makes splash at Khelo India Youth Games 2019, now eyes World Championships

#KheloIndiaYouthGames2…",2,India,
1834,firstpost,2019-01-16 19:05:40+05:30,"The petitioner had claimed that an amendment in a clause of the Coastal Zone Notification 2011 was ""illegal"" as it permitted the Centre to dispense with the requirement of public hearing #ShivajiMemorial
https://t.co/AMVNw68Gnt",2,"Mumbai, India",
1835,IndiaToday,2019-01-16 19:05:30+05:30,RT @Showbiz_IT: #KarishmaTanna backs #RajkumarHirani: You can't just put any false allegations | https://t.co/C2rpP4Fm8y https://t.co/EPksA…,4,India,
1836,IndiaToday,2019-01-16 19:05:27+05:30,"#BREAKING: SP offers one more seat to RLD from its quota of 38.
Watch #TTP live: https://t.co/4fqxBVUizL https://t.co/R6agxuCEaJ",5,India,
1837,htTweets,2019-01-16 19:05:00+05:30,"#Column | Bring back the staid and boring Supreme Court, writes @ShekharGupta 
https://t.co/ndtSXw0Fyc https://t.co/VHF1kguGEs",0,India,
1838,IndiaToday,2019-01-16 19:04:26+05:30,"Will Uttar Pradesh once again give the country its Prime Minister?
Watch #TTP live : https://t.co/4fqxBVUizL https://t.co/CRs5HcNqwt",3,India,
1839,PIB_India,2019-01-16 19:02:36+05:30,"Chief Election Commissioner, Shri Sunil Arora addresses the Nodal Officers from Government Departments, Institution &amp; Private Organisations, on the launch of Voter Awareness Forum, in New Delhi https://t.co/Rr2LsFmiqn",6,New Delhi,
1840,IndiaToday,2019-01-16 19:02:25+05:30,RT @DailyO_: What’s the 'Whole30 Diet' and why it is all the rage | https://t.co/akHlK29oAc  #NewYearResolutions https://t.co/paSANcAJNv,3,India,
1841,ndtv,2019-01-16 19:02:09+05:30,"RT @Gadgets360: Vivo Launches 'Xchange' Programme in India in Partnership With Cashify
https://t.co/KuB2pwBfEM",2,India,
1842,IndiaToday,2019-01-16 19:01:58+05:30,"RT @DailyO_: 56-inch chests and mini-atmas: As violence against animals sweeps across India, not one leader speaks for the most voiceless |…",7,India,
1843,IndianExpress,2019-01-16 19:01:52+05:30,"RT @ExpressTechie: As the Internet of Things sits on the precipice of revolutionizing how we live and work, the world is facing a trust cri…",1,India,
1844,ndtv,2019-01-16 19:01:19+05:30,"Top stories now on https://t.co/Fbzw6mR9Q5 

#NDTVTopStories https://t.co/05C7BhjgnP",0,India,
1845,IndiaToday,2019-01-16 19:01:08+05:30,"Locals in Karnataka say this is an age-old tradition that ensures good fortune and protection from harm.  

https://t.co/TcyGZpZw5O",16,India,
1846,the_hindu,2019-01-16 19:00:12+05:30,"Former Arunachal Pradesh Chief Minister Gegong Apang, who gave @BJP4India its first government in the Northeast 16 years ago, has quit the party. https://t.co/IldENJ89qA",27,"Chennai, India",
1847,IndianExpress,2019-01-16 19:00:03+05:30,"RT @ExpressTechie: #UEBoom3 will be made available in India starting January 17
https://t.co/EtvxfXX1Q8",2,India,
1848,ndtv,2019-01-16 18:59:33+05:30,"RT @Gadgets360: Oppo Teases 10x Hybrid Optical Zoom Smartphone Camera, to Be Shown at MWC
https://t.co/26uF3UvkUL",1,India,
1849,dna,2019-01-16 18:57:58+05:30,"World’s sharpest fiction-writers to talk about their inspirations at #ZEEJLF2019 

#ZeeJaipurLiteratureFestival #JLF #fiction @ZEEJLF 

https://t.co/UeJogQqRKB",0,India,
1850,IndianExpress,2019-01-16 18:57:24+05:30,"RT @IExpressSports: Andy Murray criticises Britain’s LTA for failing to make the most of his success 

https://t.co/HNIfb2tdy5",3,India,
1851,ndtv,2019-01-16 18:57:11+05:30,"RT @Gadgets360: Huawei Nova 3i, Nova 3, P20 Lite, P20 Pro Discounts Announced for Amazon Sale
https://t.co/aeafDjyCwk",2,India,
1852,IndianExpress,2019-01-16 18:57:00+05:30,"Government schools in 10 states — Punjab, UP, Assam, Chhattisgarh, Maharashtra, Kerala, Tamil Nadu, Nagaland, Mizoram and Arunachal Pradesh — recorded a growth of more than 5 percentage points in basic arithmetic levels over the same period #ASER2018 https://t.co/Hxhxk7f6rl",4,India,
1853,dna,2019-01-16 18:56:25+05:30,"SBI plans to sell Essar Steel's NPAs worth over Rs 15,000 crore to recover dues

https://t.co/wcdmtKB2w5",7,India,
1854,mpd37,2019-01-16 18:56:01+05:30,"RT @maosbot: AIMS is accepting applications for fully-funded @UniofOxford PhD places to work on machine learning, vision, robotics, sensor…",23,Imperial College London,
1855,ANI,2019-01-16 18:55:48+05:30,"D Gukesh, a resident of Tamil Nadu becomes India’s youngest &amp; the world’s second youngest Chess Grandmaster. He says, ""I want to thank my coach, parents, friends &amp; all the well wishers for their support. Now I want to improve my game &amp; rating, I want to become the world champion"" https://t.co/4MYWDxQcJS",69,India,
1856,IndiaToday,2019-01-16 18:55:39+05:30,"The high-powered Selection Committee is likely to meet on January 24 to appoint the new CBI Director
https://t.co/YiU1CLHLr6",2,India,
1857,mpd37,2019-01-16 18:55:08+05:30,"RT @AIMS_Next: We are hiring!! We're searching for a passionate leader to support our research department. 

Apply via https://t.co/vvElTvz…",22,Imperial College London,
1858,htTweets,2019-01-16 18:55:00+05:30,"Railway ministry should start online FIR filing service for passengers: @rajnathsingh
https://t.co/c0G9Dzhe6B https://t.co/6T0Yxa2saI",3,India,
1859,dna,2019-01-16 18:54:47+05:30,"World record: @SatyarupS becomes youngest to climb 7 peaks and volcanos summits

https://t.co/raxisfnNv1",2,India,
1860,ndtv,2019-01-16 18:54:47+05:30,"RT @moviesndtv: This Pic From #PankajTripathi's Wedding 15 Years Ago Is Viral
https://t.co/noBGxKXl3J https://t.co/cZxnwyACdY",4,India,
1861,ndtv,2019-01-16 18:54:12+05:30,"15 Indians conned, stranded in Iraq, seek External Affairs Minister Sushma Swaraj's help https://t.co/1z4JzE4VzA https://t.co/c6trV4RIVj",2,India,
1862,ZeeNews,2019-01-16 18:53:51+05:30,#Kumbh2019 is the most expensive Kumbh of #Prayagraj https://t.co/UwUMsOfpUr,18,India,
1863,PIB_India,2019-01-16 18:53:46+05:30,"Competition Commission of India (CCI) imposes Penalty on Chemists and Druggists Association of Baroda.

The detailed Order can be seen at the Commission’s website https://t.co/llYfcnyXl3.

Details here: https://t.co/XPhLbzceTp https://t.co/tp5QOK3iQ8",3,New Delhi,
1864,ndtv,2019-01-16 18:51:52+05:30,"Karnataka government will ""come down"" in 2 days: Maharashtra BJP minister Ram Shinde https://t.co/RSDQLnsAQl https://t.co/KdwYuFFxzC",4,India,
1865,IndianExpress,2019-01-16 18:51:34+05:30,"Abhinav Agarwal, a class 12 student from Delhi has created a fire log from wastes which can be used for cooking and heating purposes and reduce the pollution or smoke generation https://t.co/wsWczuvqQQ",27,India,
1866,IndianExpress,2019-01-16 18:51:10+05:30,"Scolded for mobile addiction, girl hangs herself, dies
https://t.co/QBsaRfKXWy",0,India,
1867,indiannavy,2019-01-16 18:50:33+05:30,"RT @HQ_DG_NCC: #COAS visited RDC-2019 at Parade road ,Delhi cantt inspected the Guard of Honour, was briefed at Flag Area ,and saw the NCC…",22,"New Delhi, India",
1868,indiannavy,2019-01-16 18:50:25+05:30,"RT @HQ_DG_NCC: #COAS expressed his satisfaction and said that having reviewed the Camp activities, he is convinced that the future of the N…",10,"New Delhi, India",
1869,PIB_India,2019-01-16 18:49:45+05:30,"Chief Executive of UK Research and Innovation Professor Mark Walport addresses the Prime Minister’s Science, Technology and Innovation Advisory Council in India

Details here: https://t.co/i2SWN6I3h4",4,New Delhi,
1870,ndtv,2019-01-16 18:48:48+05:30,#Opinion | Modi-ji's 3 Ms against our mahagathbandhan - by @yadavtejashwi https://t.co/5RDrQ43Jho https://t.co/GgC2g5Xbn4,33,India,
1871,IndiaToday,2019-01-16 18:48:24+05:30,"RT @CosmoIndia: 11 Times Bollywood Celebs Were Involved In a Fight With the Media

https://t.co/fjly1uDvd9",4,India,
1872,IndianExpress,2019-01-16 18:48:11+05:30,RT @ieeducation_job: Microsoft will train five lakh Indian youth over three years. It has already launched several collaborative courses in…,9,India,
1873,IndiaToday,2019-01-16 18:47:51+05:30,"RT @ITGDsports: Rafael Nadal crushes Matthew Ebden to reach Australian Open third round
#AusOpen https://t.co/E7WygjA6rE https://t.co/Fmpwn…",2,India,
1874,htTweets,2019-01-16 18:47:00+05:30,"New Telangana assembly’s first session tomorrow, senior MIM legislator is pro-tem speaker
https://t.co/WwGoVawDbv https://t.co/AgSX6yxxZD",6,India,
1875,IndianExpress,2019-01-16 18:46:54+05:30,"RT @IExpressSports: #AusOpen 

Back where it all began, Novak Djokovic renews Jo-Wilfried Tsonga rivalry

https://t.co/iW90v3H5aK",3,India,
1876,dna,2019-01-16 18:46:41+05:30,"JU professor #KanakSarkar, who compared virgins to sealed bottles, barred from teaching

https://t.co/To4AwM2nD9",1,India,
1877,SushmaSwaraj,2019-01-16 18:45:25+05:30,"RT @MEAIndia: Press Conference on #PBD2019 by EAM @SushmaSwaraj and @CMOfficeUP Yogi Adityanath on 
https://t.co/UoIBj3Knc3 https://t.co/cg…",72,"New Delhi, India",
1878,ArvindKejriwal,2019-01-16 18:45:10+05:30,RT @gegongapang: I Have resigned from the primary membership of @BJP4India . Will now focus on grassroot problems. https://t.co/bYrrYykCkh,1318,India,
1879,the_hindu,2019-01-16 18:45:04+05:30,Makkal Needhi Maiam founder @ikamalhaasan said that the Kodanad Estate in the Nilgiris was a symbol of betrayal. https://t.co/DcoK6o4hlb,5,"Chennai, India",
1880,PIB_India,2019-01-16 18:44:46+05:30,"#ChaderTrek: To commemorate 70th #RepublicDay, a team of 07 #AirWarriors from AFS Thoise, embarked on a challenging trail on the frozen Zanskar river.
They covered 65 kms in 05 days, in a treacherous terrain under harsh environmental conditions. 
📖 https://t.co/fxcqlm2lBA https://t.co/45VYabFjVl",11,New Delhi,
1881,dna,2019-01-16 18:44:34+05:30,"Cong trying to intimidate 1984 witnesses by giving Jagdish Tytler front seat: SAD

https://t.co/8TOgDpE7WB",7,India,
1882,ITBP_official,2019-01-16 18:43:58+05:30,"हम बर्फ पे चलते क़दमों क़दमों सुबह शाम दिन रात 

#Himveers of #ITBP in the #Himalayas https://t.co/f4giDrCRLN",46,"New Delhi, India",
1883,dna,2019-01-16 18:42:03+05:30,"RT @dnaAfterHrs: #JavedAkhtar defends #RajkumarHirani, says he is the most decent person in the industry

#MeToo 

https://t.co/0SWwAMJDiM",1,India,
1884,ndtv,2019-01-16 18:41:59+05:30,"RT @Sports_NDTV: Clinical Rafael Nadal overwhelms Matthew Ebden

#RafaelNadal
#AustralianOpen2019

READ: https://t.co/XnquaIzgIX https://t.…",4,India,
1885,IndiaToday,2019-01-16 18:41:27+05:30,"The war over Sabarimala continues as two women got surrounded by many devotees while crossing the base camp.
#ITVideo 
More videos: https://t.co/Nounxo6IKQ https://t.co/zgyb2jsc5Q",4,India,
1886,IndianExpress,2019-01-16 18:41:12+05:30,"RT @IExpressSports: ""Ever since he has returned from Australia, he has not stepped out of the house. He is also not taking any calls… he is…",4,India,
1887,jackclarkSF,2019-01-16 18:39:23+05:30,"RT @InnovationBoard: Update: Due to the partial government shutdown, the Defense Innovation Board AI Public Listening Session at Harvard Un…",1,"San Francisco, CA",
1888,htTweets,2019-01-16 18:39:19+05:30,"RT @htshowbiz: .@ayushmannk's wife @tahira_k shaves head after cancer diagnosis, shares empowering post
https://t.co/Bs2rX9zEn9 https://t.c…",4,India,
1889,ndtv,2019-01-16 18:39:04+05:30,RT @moviesndtv: A New Pic Of Pregnant Surveen Chawla 'Basking Under The Winter Sun.' Seen Yet? https://t.co/Uyow8vQdXJ https://t.co/oEgwWU3…,1,India,
1890,IndiaToday,2019-01-16 18:38:52+05:30,"RT @IndiaTodayTech: WhatsApp will now type messages for you so that you don't bother your fingers much

https://t.co/QT7qD6QDsn",9,India,
1891,ANI,2019-01-16 18:38:14+05:30,"Competition Commission of India found Chemists&amp;Druggists Association of Baroda(CDAB) to be in contravention of provisions of Competition Act, 2002.Complaint was filed with Monopolies&amp;Restrictive Trade Practices Commission in '09 alleging it indulged in restrictive trade practices",16,India,
1892,ndtv,2019-01-16 18:37:17+05:30,"Goa Power Minister Nilesh Cabral says his department defunct, needs to revive it https://t.co/0Ky3q8M4PF https://t.co/tNEpvFcq8V",4,India,
1893,IndiaToday,2019-01-16 18:37:09+05:30,"Power crisis gets serious in Karnataka following which Congress-JDS held an emergency meeting.
#ITVideo 
More videos: https://t.co/Nounxo6IKQ https://t.co/2KkmQBv3SY",7,India,
1894,rajyasabhatv,2019-01-16 18:36:36+05:30,In Depth - Startup India: https://t.co/9Udm0bD7T9 via @YouTube,0,TV | Web,
1895,ndtv,2019-01-16 18:36:36+05:30,"Manohar Parrikar should prioritise health, retire: Former Goa RSS chief Subhash Velingkar https://t.co/LEthC39xbU https://t.co/b9xjqmN84U",7,India,
1896,IndiaToday,2019-01-16 18:36:18+05:30,"RT @Showbiz_IT: Indian Idol 10 winner Salman Ali, top 4 contestants record song. See pic https://t.co/8jzC7DnQJ9 https://t.co/WNGcFQQWBd",6,India,
1897,htTweets,2019-01-16 18:35:56+05:30,"#NewsAlert | Five gunmen attacked Nairobi hotel complex, all dead: Police chief (AFP)",2,India,
1898,IndianExpress,2019-01-16 18:35:53+05:30,"RT @IExpressSports: Lord’s gets new stands permission to increase capacity 

https://t.co/BD5NJICplY",2,India,
1899,smritiirani,2019-01-16 18:35:33+05:30,"RT @PIB_India: Union Minister for Textiles @smritiirani releases the Millennium Post + Industry for Textiles Booklet, in New Delhi https://…",40,India,
1900,ndtv,2019-01-16 18:35:25+05:30,Sikh community in US offers free meals to workers affected by shutdown https://t.co/skkDHneADT https://t.co/0Gz9YKtvhX,25,India,
1901,firstpost,2019-01-16 18:35:12+05:30,"From biopics to RTI, India’s political landscape has undergone a lot of changes in the last 10 years. Toh bolo ab ki baar, kiski sarkaar? #10YearChallenge https://t.co/lJLXn0KU2t",2,"Mumbai, India",
1902,dna,2019-01-16 18:35:02+05:30,"UPSC 2018 Combined Medical Services exam final results declared: Check details at https://t.co/BYpErZrgtJ

https://t.co/hELceeSsT3",2,India,
1903,ITBP_official,2019-01-16 18:34:55+05:30,"Base Hospital ITBP Kimin (#Arunachal Pradesh) organises free medical camp and a lecture on healthcare for locals and students in Sher Village.
#Himveers https://t.co/npfhv39gpK",16,"New Delhi, India",
1904,dna,2019-01-16 18:34:11+05:30,"Karnataka: Congress calls legislature party meet on January 18 after alleging horse-trading

https://t.co/ckVOWvjkqv",0,India,
1905,F1,2019-01-16 18:34:00+05:30,"More... MORE! Can it be February yet? ⏰ #F1

https://t.co/CvW27wtj93",128,Great Britain,
1906,dna,2019-01-16 18:33:54+05:30,"Not sure how much we've done: #AndyMurray criticises Britain's LTA

https://t.co/N3LuuIcsAz",0,India,
1907,IndiaToday,2019-01-16 18:33:19+05:30,RT @DailyO_: To be a #Karnataka MLA: A job that requires you to be on holiday |  @kamleshksingh | https://t.co/Yq7Zn48njT https://t.co/l1jN…,6,India,
1908,IndiaToday,2019-01-16 18:33:06+05:30,"RT @CosmoIndia: 9 Statements By Bollywood Celebs That Made No Sense At All

https://t.co/hNGkE2jrEw",5,India,
1909,DDNewsLive,2019-01-16 18:33:03+05:30,#KheloIndiaYouthGames2019: Exclusive conversation with Young shooter Ramasha Ketkar from Maharashtra https://t.co/ojHEtuhmOt,5,"New Delhi, India",
1910,htTweets,2019-01-16 18:32:44+05:30,"#INDvAUS: Statistical preview of the third ODI in Melbourne

https://t.co/ihYdA0Bd9e https://t.co/9nLjbJDhv8",4,India,
1911,htTweets,2019-01-16 18:30:46+05:30,"#BrexitDeal | Odds of a hard Brexit have these Asian companies fretting
https://t.co/jmcpEkffw5 https://t.co/AyoRPV7XLW",0,India,
1912,ndtv,2019-01-16 18:30:14+05:30,RT @Gadgets360: ISRO Satellites to Be Used by Railways to Better Track Trains https://t.co/8GR8rUHJz7,10,India,
1913,firstpost,2019-01-16 18:30:09+05:30,"RT @tech2eets: In this interview, #PUBG star @CarryMinati justifies why he prefers emulators over mobile phones, picks his favourite @PUBG…",2,"Mumbai, India",
1914,dna,2019-01-16 18:29:55+05:30,"Table Tennis: Olympic preparation hits 'coach' roadblock, players fend for themselves

https://t.co/jISdynPz6c",0,India,
1915,IndiaToday,2019-01-16 18:29:12+05:30,RT @Showbiz_IT: The Kapil Sharma Show: Rajesh Arora makes a comeback. Internet can't keep calm https://t.co/o3YylzOBr2 https://t.co/IMxoUtu…,5,India,
1916,IndianExpress,2019-01-16 18:29:08+05:30,"Invoking sedition law against Kanhaiya and others travesty of free speech: Shah Faesal

https://t.co/yZAXlNVSv0",15,India,
1917,isro,2019-01-16 18:28:42+05:30,"🇮🇳 #ISROMissions  🇮🇳

#PSLVC44 to launch #Kalamsat and #MicrosatR from Satish Dhawan Space Centre, Sriharikota on January 24. Kalamsat is a student payload while Microsat-R is an imaging satellite.

Stay tuned for updates. https://t.co/cbYzkR4s7n",533,Bangalore,
1918,CMOfficeUP,2019-01-16 18:28:33+05:30,भारत सरकार की विदेश मंत्री मा. @SushmaSwaraj जी का स्वागत करता हूँ कि आज उन्होंने प्रदेश की राजधानी में विशेष रूप से प्रवासी भारतीय दिवस की जानकारी आप सबको उपलब्ध कराने और आप सबको आमंत्रित करने के लिए स्वयं आई हैं : #UPCM मा. @myogiadityanath जी https://t.co/Db5jspuHlZ,33,Lucknow,
1919,ITBP_official,2019-01-16 18:28:25+05:30,"Education excursion 'Bharat Darshan' tour by 52nd Battalion ITBP for local 45 schoolchildren (27 boys, 18 girls) and 2 teachers of Hiranagar region of Kathua (J&amp;K). The students will visit famous places of New Delhi and Mumbai through air and train in the 9 day tour.
#Himveers https://t.co/YfwaV8EyR5",12,"New Delhi, India",
1920,ndtv,2019-01-16 18:28:13+05:30,"RT @moviesndtv: #TahiraKashyap, Battling Cancer, Trends For Bald Is 'Liberating' Post https://t.co/0J63HtVYBe https://t.co/Y004LHsdA3",2,India,
1921,ndtv,2019-01-16 18:28:07+05:30,"RT @NDTVProfit: Cabinet Selects Infosys To Implement Rs. 4,242-Crore Income Tax Filing System
https://t.co/xOiXLNt1Pe",9,India,
1922,IndiaToday,2019-01-16 18:28:05+05:30,"RT @IndiaTodayTech: Alphabet recruits industry veterans as board members to get Loon off the ground
https://t.co/44H87SBh6Q https://t.co/MU…",4,India,
1923,ndtv,2019-01-16 18:27:54+05:30,"""It's not physics, but chemistry with voters"": BJP dismisses UP gatbandhan https://t.co/ivGVo7KnYg https://t.co/QELSFvi1k9",6,India,
1924,htTweets,2019-01-16 18:27:49+05:30,RT @HTSportsNews: The Table Tennis Federation of India (TTFI) and the Sports Authority of India are still far from finding Massimo Costanti…,3,India,
1925,IndianExpress,2019-01-16 18:27:30+05:30,"RT @IExpressSports: Youngsters focussing solely on shorter formats could have problems playing Test: Virat Kohli 

https://t.co/3bHxFUUNYC",4,India,
1926,IndiaToday,2019-01-16 18:26:43+05:30,"RT @DailyO_: Operation Lotus redux: Why BJP is so desperate to regain #Karnataka | @saifizm  https://t.co/kqT2Uslat3
.
#2019LokSabhaelectio…",3,India,
1927,IndiaToday,2019-01-16 18:25:53+05:30,"RT @IndiaTodayTech: Jio offers best 4G download speeds in India and Idea is for best upload speeds, says TRAI
https://t.co/dVXFimkeTB",6,India,
1928,IndianExpress,2019-01-16 18:25:39+05:30,"Cabinet clears next gen IT-filing system; Infosys to implement Rs 4,242-cr project
https://t.co/SqrXddbFjG",5,India,
1929,IndiaToday,2019-01-16 18:25:38+05:30,"The weapons include swords, choppers, knives, steel knuckles, axes among others.
https://t.co/6LaUtlELFV",6,India,
1930,IndianExpress,2019-01-16 18:25:36+05:30,RT @IExpressSports: JUST IN: Quinton de Kock and Dale Steyn rested for first two ODIs against Pakistan. #SAvPAK,2,India,
1931,IndiaToday,2019-01-16 18:24:47+05:30,"RT @ITGDsports: #INDvAUS #AUSvIND After a convincing win in Adelaide, India cricketers Rohit Sharma, Dinesh Karthik and Vijay Shankar had a…",9,India,
1932,htTweets,2019-01-16 18:24:34+05:30,"Saregama Carvaan Gold review: Premium retro powered by Harman Kardon speakers
https://t.co/dB59Elb97Y https://t.co/pQH2IlW45v",2,India,
1933,ANI,2019-01-16 18:24:31+05:30,"MK Mishra, Chairman, Bar Council of India on elevation of Justice Khanna &amp; Justice Maheshwari to SC: Our delegation will go and meet the collegium to ask them to reconsider and recall this decision. If they don't do it, we'll go and sit on a dharna. https://t.co/FMHGrTGfR9",36,India,
1934,IndiaToday,2019-01-16 18:24:25+05:30,"It seems that no one can stop the rooster fighting.
(@AmarnathKMenon)
https://t.co/ZZczZRuwFp",3,India,
1935,IndianExpress,2019-01-16 18:24:24+05:30,"RT @ExpressTechie: #Samsung’s new #GalaxyMseries with two smartphones – #GalaxyM10 and #GalaxyM20 – will launch in India on January 28
http…",2,India,
1936,ndtv,2019-01-16 18:24:16+05:30,"RT @Gadgets360: Ford, Volkswagen Explore Joint Development of Electric and Self-Driving Tech https://t.co/kka7skMtxb",2,India,
1937,IndiaToday,2019-01-16 18:24:13+05:30,RT @Showbiz_IT: Five reasons @iamrohitshetty is the perfect host of Khatron Ke Khiladi https://t.co/ksFl6NGvyB https://t.co/sjqx96T5hG,3,India,
1938,ndtv,2019-01-16 18:23:53+05:30,"Crazy rich Iranians face backlash at a time of sanctions, economic stress https://t.co/98fdnmeoGr https://t.co/5qIcn6Dc9J",4,India,
1939,ZeeNews,2019-01-16 18:23:32+05:30,"TV actor Karan Kundrra shares pics from Priyanka Chopra-Nick Jonas wedding and it's throwback already!

https://t.co/QdYUebYWiI",5,India,
1940,the_hindu,2019-01-16 18:23:21+05:30,"The move will help in bringing down the income tax return (ITR) processing time to one day and hence speed up refunds. 
https://t.co/WVt2ZDVLTi",10,"Chennai, India",
1941,IndianExpress,2019-01-16 18:23:18+05:30,"RT @ieeducation_job: OTET exam which was scheduled to be held today in two shifts has been cancelled.
#OTETleak #OTET

https://t.co/PIuOi3T…",3,India,
1942,IndiaToday,2019-01-16 18:23:13+05:30,RT @BT_India: #BTLoLYourPick | The world needs more humour! The wittiest comment will get featured on https://t.co/4o6XatkfMd at the end of…,4,India,
1943,IndianExpress,2019-01-16 18:22:51+05:30,"The party said Modi’s comments on the issue were “atrocious and condemnable”.

https://t.co/xf5QxgE4fD",1,India,
1944,mygovindia,2019-01-16 18:22:46+05:30,"Vinay from Farrukhabad, Uttar Pradesh flushes out a stigma of constructing a toilet within the house. https://t.co/HDwI3mHOL2  #TransformingIndia @swachhbharat https://t.co/zbzrUrfo73",23,New Delhi,
1945,firstpost,2019-01-16 18:22:42+05:30,"RT @FirstpostSports: Having gone through the grind of playing through two qualifying rounds on Tuesday, @parupallik revealed excellent cour…",3,"Mumbai, India",
1946,IndiaToday,2019-01-16 18:22:37+05:30,"Despite all the protests, the injustice against nuns continues.
(@Itsgopikrishnan and @shalinilobo93) 
https://t.co/boak4dplIE",11,India,
1947,ndtv,2019-01-16 18:22:13+05:30,"Scolded for using phone, Mumbai teen attempts suicide; dies in hospital https://t.co/GmQZ4U0Vph https://t.co/8IbfkJP6Vg",7,India,
1948,ndtv,2019-01-16 18:21:57+05:30,"RT @Gadgets360: Microsoft Reportedly Building Foldable Windows Devices
https://t.co/0eZXU7j85V",4,India,
1949,IndiaToday,2019-01-16 18:21:40+05:30,RT @Showbiz_IT: Angry Indian Goddesses actress Sarah Jane Dias sets the internet on fire with hot bikini photos | https://t.co/7WibI1Pujv h…,4,India,
1950,ndtv,2019-01-16 18:21:33+05:30,"Things ""under control"", party lawmakers won't be shifted: HD Kumaraswamy https://t.co/LTVEHDBCAa https://t.co/dPbL4jNkid",2,India,
1951,dna,2019-01-16 18:21:00+05:30,"‘No reason to retire,’ says Indian football skipper #SunilChhetri

https://t.co/8hQIJsHhbE",1,India,
1952,ndtv,2019-01-16 18:20:59+05:30,"Kerala Congress candidate list for 2019 polls to be finalised in February https://t.co/pCpP8wFpaw

#LokSabhaElections2019 https://t.co/XO62FAhfPy",5,India,
1953,dna,2019-01-16 18:20:36+05:30,"RT @dnaAfterHrs: #SidharthMalhotra’s birthday bash was grand, but we missed seeing these five people there

#SidharthMalhotraBirthday #Happ…",3,India,
1954,ndtv,2019-01-16 18:20:22+05:30,"#LokSabhaElections2019: ""Will win 74 out of 80 seats in UP,"" says Union Minister JP Nadda https://t.co/ivGVo7KnYg https://t.co/Kpe5xa9i1W",0,India,
1955,IndiaToday,2019-01-16 18:20:06+05:30,RT @DailyO_: Are #Facebook and #Instagram manipulating you with the #10YearChallenge? | https://t.co/bJAtarUrg3 https://t.co/9kAlf42wX9,5,India,
1956,ndtv,2019-01-16 18:20:05+05:30,"RT @Gadgets360: YouTube Spotted Testing New Video, Download Recommendations https://t.co/8xasAzyNNO",1,India,
1957,htTweets,2019-01-16 18:20:00+05:30,"Cabinet approves Rs 3,600 crore for setting up 13 central varsities
https://t.co/x0F3qE6jzD https://t.co/kenLVYFeyu",4,India,
1958,realDonaldTrump,2019-01-16 18:19:21+05:30,It is becoming more and more obvious that the Radical Democrats are a Party of open borders and crime. They want nothing to do with the major Humanitarian Crisis on our Southern Border. #2020!,24536,"Washington, DC",
1959,ndtv,2019-01-16 18:19:19+05:30,Green court seeks report on Kollam sand mining after Kerala girl's video https://t.co/mUY5TqmRns https://t.co/cHRZFrfXZr,2,India,
1960,IndiaToday,2019-01-16 18:18:24+05:30,"Jadavpur University takes action against Prof Kanak Sarkar.
(@iindrojit )
https://t.co/anxX0zq97t",5,India,
1962,firstpost,2019-01-17 23:43:50+05:30,RT @FirstpostSports: Muguruza and Konta's match did not start until 12:30 am Friday morning – a record at the season-opening Grand Slam – a…,1,"Mumbai, India",
1963,ANI,2019-01-17 23:43:42+05:30,"RT @ani_digital: DGCA bars Indigo, GoAir from flying A-320 Neo with P&amp;W engines to Port Blair

Read @ANI Story | https://t.co/erqH6zATET ht…",2,India,
1964,ndtv,2019-01-17 23:42:48+05:30,Two National People's Party lawmakers join Congress in Arunachal Pradesh https://t.co/0t5qsIt4nG https://t.co/R07Jmka6ow,0,India,
1965,dna,2019-01-17 23:42:33+05:30,"Crores of employment opportunities created since 2014: PM Modi

https://t.co/dO8AtS3gl6",3,India,
1966,dna,2019-01-17 23:42:20+05:30,"#KheloIndiaYouthGames2019: Maharashtra win 4 gold medals in Kho-Kho, continue to stay on top

https://t.co/4HV6klElOq",0,India,
1967,ndtv,2019-01-17 23:42:05+05:30,"Rigging polls was at the direction of Donald Trump, says ex-lawyer Michael Cohen https://t.co/gXN5hrHlCv https://t.co/k0Vcl1PSBM",0,India,
1968,IndiaToday,2019-01-17 23:41:54+05:30,"Is Kerala convent trying to demoralise nuns who protested against Bishop Mulakkal?
#PeoplesCourt with @PadmajaJoshi — https://t.co/GX6w8HovY9 https://t.co/AyDlMSqG9t",3,India,
1969,IndianExpress,2019-01-17 23:40:53+05:30,"Dialogue between India and Pakistan imperative for peace: Farooq Abdullah
https://t.co/TfN8Z6TArF",2,India,
1970,dna,2019-01-17 23:40:26+05:30,"Govt plans to create national business register, may spend Rs 300 cr in economic census

https://t.co/q9oJOX73BK",1,India,
